title,date,link,weekendRevenue,weekendScreens,firstRevenue,firstScreens,multipleTables
Anonymous,10/28/2011,/movies/?id=anonymous.htm,"$1,123,600",265,"$346,500",265,False
My Reincarnation,10/28/2011,/movies/?id=myreincarnation.htm,"$7,100",1,-3,-4,True
The Double,10/28/2011,/movies/?id=double2011.htm,"$29,300",11,"$11,800",11,False
All's Faire in Love,10/28/2011,/movies/?id=allsfaireinlove.htm,"$18,100",75,"$6,300",75,False
The Rum Diary,10/28/2011,/movies/?id=rumdiary.htm,"$5,646,900","2,273","$2,024,700","2,273",False
In Time,10/28/2011,/movies/?id=now.htm,"$13,250,800","3,122","$1,177,100","3,122",True
Kaashmora,10/28/2016,/movies/?id=kaashmora.htm,"$302,200",70,"$129,500",70,False
Inferno,10/28/2016,/movies/?id=inferno2015.htm,"$15,035,000","3,576","$5,641,100","3,576",False
The Unspoken,10/28/2016,/movies/?id=theunspoken.htm,-1,-2,-3,-4,False
New Life,10/28/2016,/movies/?id=newlife2016.htm,-1,-2,-3,-4,False
Shangri-La Suite,10/28/2016,/movies/?id=shangrilasuite.htm,"$13,500(Estimate)",25,-3,-4,False
Ae Dil Hai Mushkil,10/28/2016,/movies/?id=aedilhaimushkil.htm,"$2,215,800",302,"$769,200",302,False
Gimme Danger,10/28/2016,/movies/?id=gimmedanger.htm,"$45,300",3,-3,-4,False
Mr. Donkey,10/28/2016,/movies/?id=mrdonkey.htm,"$88,000",20,-3,-4,False
Run for Your Life,10/29/2008,/movies/?id=runforyourlife.htm,"$3,000",1,-3,-4,False
The First Basket,10/29/2008,/movies/?id=firstbasket.htm,"$2,200",1,$900,1,False
Saw 3D,10/29/2010,/movies/?id=saw7.htm,"$24,217,800","2,808","$1,827,300","2,000",False
The Kids Grow Up,10/29/2010,/movies/?id=kidsgrowup.htm,"$4,800",1,-3,-4,False
The Girl Who Kicked the Hornet's Nest,10/29/2010,/movies/?id=hornetsnest.htm,"$947,800",154,-3,-4,True
Monsters,10/29/2010,/movies/?id=monsters2010.htm,"$22,000",3,-3,-4,False
Inspector Bellamy,10/29/2010,/movies/?id=bellamy.htm,"$22,200",2,-3,-4,False
Waste Land,10/29/2010,/movies/?id=wasteland.htm,"$10,500",1,-3,-4,True
Eichmann,10/29/2010,/movies/?id=eichmann.htm,$600,1,-3,-4,False
Aftershock (Tangshan Dadizhen),10/29/2010,/movies/?id=aftershock.htm,"$20,800",25,-3,-4,False
Welcome to the Rileys,10/29/2010,/movies/?id=welcometotherileys.htm,"$45,300",10,-3,-4,False
Shake Hands with the Devil,10/29/2010,/movies/?id=shakehands.htm,$100,1,-3,-4,False
The Magician (2010),10/29/2010,/movies/?id=magician2010.htm,$100,1,-3,-4,False
Wild Target,10/29/2010,/movies/?id=wildtarget.htm,"$24,900",4,"$8,100",4,False
Redneck Carnage,10/29/2011,/movies/?id=redneckcarnage.htm,$400,1,-3,-4,True
Revenge of the Mekons,10/29/2014,/movies/?id=revengeofthemekons.htm,"$2,400",1,-3,-4,True
The Great Invisible,10/29/2014,/movies/?id=greatinvisible.htm,"$2,400",3,"$2,300",3,False
Lake of Fire,10/3/2007,/movies/?id=lakeoffire.htm,"$3,200",1,-3,-4,False
Kurt Cobain About a Son,10/3/2007,/movies/?id=kurtcobainaboutason.htm,"$13,500",2,-3,-4,True
Six in Paris (re-issue),10/3/2008,/movies/?id=sixinparis08.htm,$700,1,-3,-4,False
Blindness,10/3/2008,/movies/?id=blindness08.htm,"$2,338,700","1,690","$806,800","1,690",False
Allah Made Me Funny,10/3/2008,/movies/?id=allahmademefunny.htm,"$46,600",14,-3,-4,False
Beverly Hills Chihuahua,10/3/2008,/movies/?id=beverlyhillschihuahua.htm,"$35,136,100","3,215","$9,595,100","3,215",True
Nick and Norah's Infinite Playlist,10/3/2008,/movies/?id=nickandnorahsinfiniteplaylist.htm,"$13,564,600","2,421","$5,277,500","2,421",False
Rachel Getting Married,10/3/2008,/movies/?id=rachelgettingmarried.htm,"$351,800",9,"$467,700",391,True
The Pleasure of Being Robbed,10/3/2008,/movies/?id=pleasureofbeingrobbed.htm,"$9,300",7,-3,-4,False
Flash of Genius,10/3/2008,/movies/?id=flashofgenius.htm,"$2,699,400","1,098","$862,500","1,098",False
How to Lose Friends and Alienate People,10/3/2008,/movies/?id=howtolosefriends.htm,"$1,715,200","1,750","$565,200","1,750",False
An American Carol,10/3/2008,/movies/?id=americancarol.htm,"$4,384,100","1,639","$1,464,200","1,639",False
Bel Borba Aqui,10/3/2012,/movies/?id=belborbaaqui.htm,"$2,000",1,-3,-4,False
"Now, Forager",10/3/2012,/movies/?id=nowforager.htm,"$1,600",1,"$1,200",1,True
Breakup Buddies,10/3/2014,/movies/?id=breakupbuddies.htm,"$238,800",20,-3,-4,False
The Hero of Color City,10/3/2014,/movies/?id=heroofcolorcity.htm,"$25,200",69,-3,-4,False
Annabelle,10/3/2014,/movies/?id=newlinehorror.htm,"$38,521,200","3,185","$16,030,200","3,185",False
Left Behind (2014),10/3/2014,/movies/?id=leftbehind2014.htm,"$6,535,500","1,825","$2,488,000","1,825",False
The Blue Room,10/3/2014,/movies/?id=blueroom.htm,"$22,600",3,-3,-4,False
The Liberator,10/3/2014,/movies/?id=liberator.htm,"$72,600",76,"$6,900",77,False
The Good Lie,10/3/2014,/movies/?id=goodlie.htm,"$872,800",461,"$311,400",461,True
Gone Girl,10/3/2014,/movies/?id=gonegirl.htm,"$38,914,200","3,014","$13,671,800","3,014",True
Nymphomaniac: Director's Cut,10/3/2014,/movies/?id=nymphomaniacdirector.htm,-1,-2,-3,-4,False
This Changes Everything,10/3/2015,/movies/?id=thischangeseverything.htm,"$9,700",1,-3,-4,False
Looking for Palladin,10/30/2009,/movies/?id=lookingforpalladin.htm,"$3,000",1,-3,-4,False
London Dreams,10/30/2009,/movies/?id=londondreams.htm,"$235,300",82,"$75,300",82,False
The Boondock Saints II: All Saints Day,10/30/2009,/movies/?id=boondocksaints2.htm,"$618,500",68,"$289,300",68,True
Storm,10/30/2009,/movies/?id=storm09.htm,"$9,400",2,-3,-4,False
Gentlemen Broncos,10/30/2009,/movies/?id=gentlemenbroncos.htm,"$13,000",2,"$4,800",2,False
The House of the Devil,10/30/2009,/movies/?id=houseofthedevil.htm,"$28,500",3,-3,-4,False
In the Name Of,10/30/2013,/movies/?id=inthenameof.htm,"$2,700",1,-3,-4,False
Scouts Guide to the Zombie Apocalypse,10/30/2015,/movies/?id=scoutsvszombies.htm,"$1,822,000","1,509","$680,000","1,509",False
Burnt,10/30/2015,/movies/?id=adamjones.htm,"$4,950,800","3,003","$1,810,900","3,003",True
Freaks of Nature,10/30/2015,/movies/?id=kitchensink.htm,"$42,300",107,-3,-4,False
"Sex, Death and Bowling",10/30/2015,/movies/?id=sexdeathandbowling.htm,n/a,1,-3,-4,False
Red Herring,10/30/2015,/movies/?id=redherring.htm,"$27,500",28,-3,-4,False
Our Brand Is Crisis (2015),10/30/2015,/movies/?id=ourbrandiscrisis20115.htm,"$3,204,900","2,202","$1,109,200","2,202",False
Heneral Luna,10/30/2015,/movies/?id=heneralluna.htm,"$15,300",3,-3,-4,False
Flowers,10/30/2015,/movies/?id=flowers15.htm,"$6,500",1,-3,-4,True
The Armor of Light,10/30/2015,/movies/?id=thearmoroflight.htm,-1,-2,-3,-4,False
The Wonders,10/30/2015,/movies/?id=thewonders.htm,"$7,300",4,-3,-4,False
Carter High,10/30/2015,/movies/?id=carterhigh.htm,"$86,400",21,"$30,000",21,False
Love (2015),10/30/2015,/movies/?id=lovenoe.htm,"$29,000",2,"$15,600",2,False
Making Rounds,10/30/2015,/movies/?id=makingrounds.htm,"$1,000",1,-3,-4,False
The Witness (Wo shi zheng ren),10/30/2015,/movies/?id=woshizhengren.htm,"$192,700",40,-3,-4,False
Eden Lake,10/31/2008,/movies/?id=edenlake.htm,"$7,000",10,"$1,800",10,False
My Name Is Bruce,10/31/2008,/movies/?id=mynameisbruce.htm,"$8,800",1,"$8,800",1,False
Dear Zachary: A Letter to a Son About His Father,10/31/2008,/movies/?id=dearzachary.htm,"$3,500",1,-3,-4,False
Were the World Mine,10/31/2008,/movies/?id=weretheworldmine.htm,"$1,000",1,"$6,700",3,True
One Day You'll Understand,10/31/2008,/movies/?id=onedayyoullunderstand.htm,"$23,000",3,-3,-4,True
Santa Vs. the Snowman - Season 7 (IMAX),10/31/2008,/movies/?id=santavsthesnowman7.htm,$200,1,-3,-4,True
Zack and Miri Make a Porno,10/31/2008,/movies/?id=zackandmirimakeaporno.htm,"$12,070,300","2,735","$2,631,600","2,735",True
The Haunting of Molly Hartley,10/31/2008,/movies/?id=hauntingofmollyhartley.htm,"$6,503,400","2,652","$2,144,400","2,652",True
The Other End of the Line,10/31/2008,/movies/?id=otherendoftheline.htm,"$70,800",91,"$17,600",91,False
The Matador (2008),10/31/2008,/movies/?id=matador08.htm,"$8,000",1,-3,-4,False
Splinter (2008),10/31/2008,/movies/?id=splinter08.htm,"$11,400",4,-3,-4,False
Fashion,10/31/2008,/movies/?id=fashion.htm,"$126,900",40,-3,-4,False
All You Need Is Love,10/31/2014,/movies/?id=allyouneedislove.htm,-1,-2,-3,-4,False
Saw 10th Anniversary,10/31/2014,/movies/?id=saw10th.htm,"$674,300","2,063","$323,500","2,063",False
Missionary,10/31/2014,/movies/?id=missionary2014.htm,"$2,200",10,-3,-4,False
The Lookalike,10/31/2014,/movies/?id=lookalike.htm,-1,-2,-3,-4,False
The Cabinet of Dr. Caligari (2014 re-release),10/31/2014,/movies/?id=caligari2014.htm,-1,-2,-3,-4,False
Horns,10/31/2014,/movies/?id=horns.htm,"$111,600",103,"$33,600",103,False
Showrunners: The Art of Running a TV Show,10/31/2014,/movies/?id=showrunners.htm,"$3,200(Estimate)",1,-3,-4,False
Plot for Peace,10/31/2014,/movies/?id=plotforpeace.htm,"$2,600",2,-3,-4,False
Magical Universe,10/31/2014,/movies/?id=magicaluniverse.htm,-1,-2,-3,-4,False
ABCs of Death 2,10/31/2014,/movies/?id=abcsofdeath2.htm,"$4,200",17,-3,-4,False
Missionary,10/31/2014,/movies/?id=missionary.htm,"$5,461,400",532,$300,10,True
Before I Go To Sleep,10/31/2014,/movies/?id=beforeigotosleep.htm,"$1,912,200","1,902","$592,800","1,902",False
Nightcrawler,10/31/2014,/movies/?id=nightcrawlers.htm,"$10,831,000","2,766","$3,319,500","2,766",True
Grace Unplugged,10/4/2013,/movies/?id=graceunplugged.htm,"$1,029,200",511,"$357,800",511,False
Nothing Left to Fear,10/4/2013,/movies/?id=nothingtofear.htm,"$8,100",5,"$3,900",5,False
A.C.O.D.,10/4/2013,/movies/?id=acod.htm,"$19,600",3,"$7,400",3,False
Concussion,10/4/2013,/movies/?id=concussion.htm,"$8,600",2,-3,-4,False
Linsanity,10/4/2013,/movies/?id=linsanity.htm,"$102,600",9,"$45,300",9,False
A Touch of Sin,10/4/2013,/movies/?id=atouchofsin.htm,"$20,500",2,-3,-4,True
The Face Reader,10/4/2013,/movies/?id=facereader.htm,"$164,700",19,-3,-4,False
Dislecksia: The Movie,10/4/2013,/movies/?id=dislecksia.htm,"$2,300",1,-3,-4,False
Parkland,10/4/2013,/movies/?id=parkland.htm,"$319,900",257,-3,-4,False
Running Wild: The Life of Dayton O. Hyde,10/4/2013,/movies/?id=runningwild.htm,-1,-2,-3,-4,False
The Summit,10/4/2013,/movies/?id=summit.htm,"$21,600",8,-3,-4,False
All is Bright,10/4/2013,/movies/?id=allisbright.htm,"$4,700",10,"$1,400",10,False
Gravity,10/4/2013,/movies/?id=gravity.htm,"$57,522,100","3,575","$18,029,300","3,575",True
Runner Runner,10/4/2013,/movies/?id=runnerrunner.htm,"$7,946,700","3,026","$2,873,300","3,026",False
Bad Milo!,10/4/2013,/movies/?id=badmilo.htm,"$4,600",11,-3,-4,False
Five Dances,10/4/2013,/movies/?id=fivedances.htm,"$6,000",1,-3,-4,False
Pulling Strings,10/4/2013,/movies/?id=pullingstrings.htm,"$2,544,000",387,"$782,400",387,False
CBGB,10/4/2013,/movies/?id=cbgb.htm,"$4,000",1,-3,-4,False
The Institute,10/4/2013,/movies/?id=institute.htm,"$3,100",2,"$1,700",2,False
Argento's Dracula 3D,10/4/2013,/movies/?id=dracula3d.htm,"$3,200",6,-3,-4,False
The Last Day of August,10/4/2013,/movies/?id=lastdayofaugust.htm,"$1,700",1,$700,1,False
The Seeker: The Dark Is Rising,10/5/2007,/movies/?id=darkisrising.htm,"$4,687,100","3,141","$1,366,500","3,141",False
Quebec sur ordonnace,10/5/2007,/movies/?id=quebecsurordonnace.htm,"$25,200",62,-3,-4,False
My Kid Could Paint That,10/5/2007,/movies/?id=mykidcouldpaintthat.htm,"$32,900",8,-3,-4,True
The Polar Express (IMAX re-issue 2007),10/5/2007,/movies/?id=polarexpressimax07.htm,"$2,500",2,$400,2,True
The Heartbreak Kid,10/5/2007,/movies/?id=heartbreakkid.htm,"$17,548,000","3,229","$5,851,400","3,229",False
Feel the Noise,10/5/2007,/movies/?id=feelthenoise.htm,"$3,988,600","1,015","$1,410,400","1,015",False
Sea Monsters: A Prehistoric Adventure (IMAX),10/5/2007,/movies/?id=seamonsters.htm,"$758,000",252,-3,-4,True
Desert Bayou,10/5/2007,/movies/?id=desertbayou.htm,"$8,700",1,-3,-4,False
Skid Marks,10/5/2007,/movies/?id=skidmarks.htm,"$3,300",1,-3,-4,True
For the Bible Tells Me So,10/5/2007,/movies/?id=forthebibletellsmeso.htm,"$9,300",1,-3,-4,True
Michael Clayton,10/5/2007,/movies/?id=michaelclayton.htm,"$900,900",15,"$246,200",15,True
Finishing the Game,10/5/2007,/movies/?id=finishingthegame.htm,"$14,900",1,-3,-4,False
Weirdsville,10/5/2007,/movies/?id=weirdsville.htm,"$3,600",1,-3,-4,False
Blade Runner: The Final Cut,10/5/2007,/movies/?id=bladerunner07.htm,"$111,600",2,"$37,300",2,True
The Good Night,10/5/2007,/movies/?id=goodnight.htm,"$15,500",2,"$4,200",2,False
Hell and Back Again,10/5/2011,/movies/?id=hellandbackagain.htm,"$3,800",1,-3,-4,True
The Revisionaries,10/5/2012,/movies/?id=revisionaries.htm,"$2,800",1,-3,-4,True
Sister (2012),10/5/2012,/movies/?id=sister2012).htm,"$16,500",3,-3,-4,True
English Vinglish,10/5/2012,/movies/?id=englishvinglish.htm,"$797,300",88,-3,-4,False
The Paperboy,10/5/2012,/movies/?id=paperboy.htm,"$109,900",11,-3,-4,False
V/H/S,10/5/2012,/movies/?id=vhs.htm,"$38,900",16,-3,-4,False
Decoding Deepak,10/5/2012,/movies/?id=decodingdeepak.htm,"$9,700(Estimate)",3,-3,-4,False
Fat Kid Rules the World,10/5/2012,/movies/?id=fatkidrulestheworld.htm,"$1,600",1,-3,-4,False
Taken 2,10/5/2012,/movies/?id=taken2.htm,"$52,959,300","3,661","$19,635,100","3,661",True
Butter,10/5/2012,/movies/?id=butter.htm,"$75,900",90,-3,-4,False
The House I Live In,10/5/2012,/movies/?id=houseilivein.htm,"$17,600",2,-3,-4,True
Frankenweenie,10/5/2012,/movies/?id=frankenweenie.htm,"$12,206,100","3,005","$3,556,100","3,005",True
Wake in Fright,10/5/2012,/movies/?id=wakeinfright.htm,"$7,200",1,-3,-4,False
Escape Fire,10/5/2012,/movies/?id=escapefire.htm,"$33,100",12,"$17,300",12,True
Trade of Innocents,10/5/2012,/movies/?id=tradeofinnocents.htm,$600,1,-3,-4,False
Wuthering Heights (2012),10/5/2012,/movies/?id=wutheringheights2012.htm,"$9,600",1,-3,-4,False
The Oranges,10/5/2012,/movies/?id=oranges.htm,"$212,300",110,-3,-4,False
Untitled DC Film (2018),10/5/2018,/movies/?id=dcfilm0617.htm,-1,-2,-3,-4,False
Premam,10/6/2016,/movies/?id=premam.htm,"$453,400",112,"$75,100",112,False
Homeland,10/6/2016,/movies/?id=homeland.htm,$600,1,-3,-4,False
Kingsman The Golden Circle,10/6/2017,/movies/?id=kingsman2.htm,-1,-2,-3,-4,False
Blade Runner 2049,10/6/2017,/movies/?id=bladerunnersequel.htm,-1,-2,-3,-4,False
My Little Pony (2017),10/6/2017,/movies/?id=mylittlepony2017.htm,-1,-2,-3,-4,False
The Ides of March,10/7/2011,/movies/?id=idesofmarch.htm,"$11,513,100","2,199","$3,767,800","2,199",True
The Women on the 6th Floor,10/7/2011,/movies/?id=womenonthe6thfloor.htm,"$28,800",6,-3,-4,True
The Human Centipede 2: Full Sequence,10/7/2011,/movies/?id=humancentipede2.htm,"$54,400",18,-3,-4,False
The Sons of Tennessee Williams,10/7/2011,/movies/?id=sonsoftennesseewilliams.htm,"$1,600",1,-3,-4,False
1911,10/7/2011,/movies/?id=1911.htm,"$61,400",33,-3,-4,False
Rascals,10/7/2011,/movies/?id=rascals.htm,"$184,800",61,-3,-4,False
Blackthorn,10/7/2011,/movies/?id=blackthorn.htm,"$16,800",8,-3,-4,True
Giorgio Moroder Presents Metropolis,10/7/2011,/movies/?id=metropolis11.htm,"$1,900",8,-3,-4,False
The Way,10/7/2011,/movies/?id=way2011.htm,"$121,400",33,"$59,400",283,True
Real Steel,10/7/2011,/movies/?id=realsteel.htm,"$30,041,200","3,440","$9,383,800","3,440",True
Flying Monsters,10/7/2011,/movies/?id=flyingmonsters.htm,"$18,400",9,-3,-4,False
Saigon Electric,10/7/2011,/movies/?id=saigonelectric.htm,-1,-2,-3,-4,False
Dirty Girl,10/7/2011,/movies/?id=dirtygirl.htm,"$19,600",9,"$6,900",9,False
The One (2011),10/7/2011,/movies/?id=one2011.htm,-1,-2,-3,-4,False
The Shining (2013 re-release),10/7/2013,/movies/?id=shining2013.htm,-1,-2,-3,-4,False
The Forbidden Room,10/7/2015,/movies/?id=theforbiddenroom.htm,$700,1,-3,-4,False
Cut Snake,10/7/2015,/movies/?id=cutsnake.htm,$100,1,-3,-4,False
Asura: The City of Madness,10/7/2016,/movies/?id=asura.htm,"$21,500",2,-3,-4,False
Middle School: The Worst Years of My Life,10/7/2016,/movies/?id=middleschool.htm,"$6,959,300","2,822","$1,986,500","2,822",False
Blue Jay,10/7/2016,/movies/?id=bluejay.htm,"$5,200",1,"$3,100",1,False
The Greasy Strangler,10/7/2016,/movies/?id=thegreasystrangler.htm,"$22,800",11,-3,-4,False
Thank You for Your Service,10/7/2016,/movies/?id=thankyouforyourservice.htm,-1,-2,-3,-4,False
Green is Gold,10/7/2016,/movies/?id=greenisgold.htm,$300,1,$100,1,False
Spirit of the Game,10/7/2016,/movies/?id=spiritofthegame.htm,"$46,100",24,"$30,500",24,False
Torchbearer,10/7/2016,/movies/?id=torchbearer.htm,-1,-2,-3,-4,False
Newtown,10/7/2016,/movies/?id=newtown.htm,"$6,900(Estimate)",2,-3,-4,False
Blinky Bill,10/7/2016,/movies/?id=blinkybill.htm,-1,-2,-3,-4,False
Phantasm: Remastered,10/7/2016,/movies/?id=phantasmremastered.htm,-1,-2,-3,-4,False
Voiceless,10/7/2016,/movies/?id=voiceless.htm,"$295,900",100,"$182,500",100,False
Mirzya,10/7/2016,/movies/?id=mirzya.htm,-1,-2,-3,-4,False
Voyage of Time: The IMAX Experience,10/7/2016,/movies/?id=voyageoftimeimax.htm,"$56,100",15,-3,-4,False
Theo Who Lived,10/7/2016,/movies/?id=theowholived.htm,"$5,000",1,$800,1,False
The Girl on the Train (2016),10/7/2016,/movies/?id=thegirlonthetrain2016.htm,"$24,824,600","3,144","$9,370,500","3,144",False
The Hollow,10/7/2016,/movies/?id=thehollow.htm,"$2,900",12,-3,-4,False
The Battle of Algiers (2016),10/7/2016,/movies/?id=battleofalgiers2016.htm,"$13,700",3,"$5,400",3,False
Under the Shadow,10/7/2016,/movies/?id=undertheshadow.htm,"$13,700",14,"$4,100",14,False
The Birth of a Nation,10/7/2016,/movies/?id=thebirthofanation.htm,"$7,086,600","2,105","$2,650,600","2,105",False
Being 17,10/7/2016,/movies/?id=being17.htm,"$8,900",2,-3,-4,False
RockNRolla,10/8/2008,/movies/?id=rocknrolla.htm,"$173,500",7,"$39,700",7,False
Marwencol,10/8/2010,/movies/?id=marwencol.htm,"$3,500",1,-3,-4,True
I Spit on Your Grave,10/8/2010,/movies/?id=ispitonyourgrave.htm,"$34,900",12,"$12,200",12,False
My Soul to Take,10/8/2010,/movies/?id=mysoultotake.htm,"$7,354,700","2,572","$2,847,600","2,572",False
Stone,10/8/2010,/movies/?id=stone.htm,"$81,400",6,"$25,000",6,False
Cherry,10/8/2010,/movies/?id=cherry.htm,"$2,600",1,-3,-4,False
Tamara Drewe,10/8/2010,/movies/?id=tamaradrewe.htm,"$20,000",4,-3,-4,True
Inside Job,10/8/2010,/movies/?id=insidejob.htm,"$42,600",2,-3,-4,True
It's Kind of a Funny Story,10/8/2010,/movies/?id=itskindofafunnystory.htm,"$2,164,200",742,"$725,900",742,False
GhettoPhysics: Will the Real Pimps and Hos Please Stand Up?,10/8/2010,/movies/?id=ghettophysics.htm,"$10,800",9,-3,-4,False
Jim (2010),10/8/2010,/movies/?id=jim2010.htm,"$8,400",1,-3,-4,False
It's a Wonderful Afterlife,10/8/2010,/movies/?id=wonderfulafterlife.htm,-1,-2,-3,-4,False
As Good as Dead,10/8/2010,/movies/?id=goodasdead.htm,"$1,600",1,-3,-4,False
Life as We Know It,10/8/2010,/movies/?id=lifeasweknowit.htm,"$15,593,100","3,150","$5,618,800","3,150",True
Budrus,10/8/2010,/movies/?id=budrus.htm,"$8,400",1,-3,-4,False
Secretariat,10/8/2010,/movies/?id=secretariat.htm,"$13,645,700","3,072","$4,343,500","3,072",True
Nowhere Boy,10/8/2010,/movies/?id=nowhereboy.htm,"$56,700",4,"$13,600",4,False
From Mexico with Love,10/9/2009,/movies/?id=frommexicowithlove.htm,"$378,300",279,"$126,000",279,True
Good Hair,10/9/2009,/movies/?id=goodhair.htm,"$1,175,800",186,"$396,500",186,True
Trucker,10/9/2009,/movies/?id=trucker.htm,"$10,700",10,-3,-4,True
Visual Acoustics,10/9/2009,/movies/?id=visualacoustics.htm,"$4,000",1,-3,-4,False
Passport to Love,10/9/2009,/movies/?id=passporttolove.htm,"$52,100",6,-3,-4,False
An Education,10/9/2009,/movies/?id=aneducation.htm,"$179,900",4,-3,-4,True
Free Style,10/9/2009,/movies/?id=freesty09.htm,"$110,600",260,-3,-4,False
The Damned United,10/9/2009,/movies/?id=damnedunited.htm,"$36,300",6,-3,-4,True
The Wedding Song,10/9/2009,/movies/?id=weddingsong.htm,"$1,400",1,-3,-4,True
Adventures of Power,10/9/2009,/movies/?id=adventuresofpower.htm,"$4,800",2,-3,-4,False
Bronson,10/9/2009,/movies/?id=bronson.htm,"$12,400",1,-3,-4,False
Couples Retreat,10/9/2009,/movies/?id=couplesretreat.htm,"$38,792,200","3,000","$14,118,300","3,000",True
Peter and Vandy,10/9/2009,/movies/?id=peterandvandy.htm,"$8,300",3,-3,-4,True
The Saratov Approach,10/9/2013,/movies/?id=saratovapproach.htm,"$141,500",23,-3,-4,True
Ladrones,10/9/2015,/movies/?id=ladrones.htm,"$1,396,400",375,"$452,000",375,False
Steve Jobs,10/9/2015,/movies/?id=jobs2015.htm,"$516,100",4,"$172,700",4,False
In My Father's House,10/9/2015,/movies/?id=inmyfathershouse.htm,-1,-2,-3,-4,False
The Final Girls,10/9/2015,/movies/?id=thefinalgirls.htm,-1,-2,-3,-4,False
Goodbye Mr. Loser,10/9/2015,/movies/?id=goodbyemr.loser.htm,"$360,200",22,-3,-4,False
Knock Knock,10/9/2015,/movies/?id=knockknock.htm,"$18,400",22,-3,-4,False
Victoria,10/9/2015,/movies/?id=victoria.htm,-1,-2,-3,-4,False
Xenia,10/9/2015,/movies/?id=xenia.htm,$400,1,-3,-4,False
Trash,10/9/2015,/movies/?id=trash.htm,"$10,100",17,"$2,100",17,False
Yakuza Apocalypse,10/9/2015,/movies/?id=yakuzaapocalypse.htm,$200,1,-3,-4,False
Pan,10/9/2015,/movies/?id=pan.htm,"$15,157,000","3,515","$5,129,600","3,515",True
La Navaja de Don Juan,10/9/2015,/movies/?id=lanavajadedonjuan.htm,"$2,300",2,-3,-4,False
Big Stone Gap,10/9/2015,/movies/?id=bigstonegap.htm,"$358,700",280,"$123,900",280,False
Sweet Dreams (2013),11/1/2013,/movies/?id=sweetdreams2013.htm,"$1,300",1,-3,-4,True
Diana,11/1/2013,/movies/?id=diana.htm,"$69,900",38,"$19,800",38,False
Running From Crazy,11/1/2013,/movies/?id=runningfromcrazy.htm,"$7,000",1,-3,-4,False
About Time,11/1/2013,/movies/?id=abouttime.htm,"$1,109,800",175,"$329,300",175,False
